id,larghezza
http://www.wikidata.org/entity/Q131421570,
http://www.wikidata.org/entity/Q131421571,
http://www.wikidata.org/entity/Q131422002,
http://www.wikidata.org/entity/Q131422003,
http://www.wikidata.org/entity/Q131422007,
http://www.wikidata.org/entity/Q131422004,
http://www.wikidata.org/entity/Q131422010,
http://www.wikidata.org/entity/Q131422011,
http://www.wikidata.org/entity/Q131422008,
http://www.wikidata.org/entity/Q131422009,
http://www.wikidata.org/entity/Q131422014,
http://www.wikidata.org/entity/Q131422015,
http://www.wikidata.org/entity/Q131422012,
http://www.wikidata.org/entity/Q131422013,
http://www.wikidata.org/entity/Q131422018,
http://www.wikidata.org/entity/Q131422019,
http://www.wikidata.org/entity/Q131422016,
http://www.wikidata.org/entity/Q131422017,
http://www.wikidata.org/entity/Q131422022,
http://www.wikidata.org/entity/Q131422020,
http://www.wikidata.org/entity/Q131422021,
http://www.wikidata.org/entity/Q131422030,
http://www.wikidata.org/entity/Q131422031,
http://www.wikidata.org/entity/Q131422028,
http://www.wikidata.org/entity/Q131422029,
http://www.wikidata.org/entity/Q131422036,
http://www.wikidata.org/entity/Q131449651,
http://www.wikidata.org/entity/Q131449654,
http://www.wikidata.org/entity/Q131449662,
http://www.wikidata.org/entity/Q131449660,
http://www.wikidata.org/entity/Q131449661,
http://www.wikidata.org/entity/Q131449667,
http://www.wikidata.org/entity/Q131449675,
http://www.wikidata.org/entity/Q131449678,
http://www.wikidata.org/entity/Q131449679,
http://www.wikidata.org/entity/Q131449676,
http://www.wikidata.org/entity/Q131449680,
http://www.wikidata.org/entity/Q131449695,
http://www.wikidata.org/entity/Q131449693,
http://www.wikidata.org/entity/Q131449700,
http://www.wikidata.org/entity/Q131561677,
http://www.wikidata.org/entity/Q131561688,
http://www.wikidata.org/entity/Q131561692,
http://www.wikidata.org/entity/Q131564617,
http://www.wikidata.org/entity/Q131564870,
http://www.wikidata.org/entity/Q131564871,
http://www.wikidata.org/entity/Q131576650,
http://www.wikidata.org/entity/Q131576651,
http://www.wikidata.org/entity/Q131576649,
http://www.wikidata.org/entity/Q131578331,
http://www.wikidata.org/entity/Q131578346,
http://www.wikidata.org/entity/Q131578347,
http://www.wikidata.org/entity/Q131579612,
http://www.wikidata.org/entity/Q131579620,
http://www.wikidata.org/entity/Q131579625,
http://www.wikidata.org/entity/Q131579630,
http://www.wikidata.org/entity/Q131579631,
http://www.wikidata.org/entity/Q131579646,
http://www.wikidata.org/entity/Q131579657,
http://www.wikidata.org/entity/Q131579667,
http://www.wikidata.org/entity/Q131579670,
http://www.wikidata.org/entity/Q131579671,
http://www.wikidata.org/entity/Q131579669,
http://www.wikidata.org/entity/Q131579674,
http://www.wikidata.org/entity/Q131579672,
http://www.wikidata.org/entity/Q131579673,
http://www.wikidata.org/entity/Q131579682,
