id,basi_dati
http://www.wikidata.org/entity/Q102805155,
http://www.wikidata.org/entity/Q102808536,
http://www.wikidata.org/entity/Q102809224,
http://www.wikidata.org/entity/Q102810332,
http://www.wikidata.org/entity/Q102821767,
http://www.wikidata.org/entity/Q102822425,
http://www.wikidata.org/entity/Q102822617,
http://www.wikidata.org/entity/Q102822746,
http://www.wikidata.org/entity/Q102823167,
http://www.wikidata.org/entity/Q102823781,
http://www.wikidata.org/entity/Q103896945,Scopus; DOAJ; Emerging Sources Citation Index
http://www.wikidata.org/entity/Q103896950,Scopus; DOAJ; Emerging Sources Citation Index
http://www.wikidata.org/entity/Q103896948,Scopus; DOAJ; Emerging Sources Citation Index
http://www.wikidata.org/entity/Q103896949,Scopus; DOAJ; Emerging Sources Citation Index
